SAMPLE	POPULATION	REGION	COUNTRY	STUDY
HG03016	PJL	SEA	PJL	GP
HG03017	PJL	SEA	PJL	GP
HG03018	PJL	SEA	PJL	GP
HG03019	PJL	SEA	PJL	GP
HG03021	PJL	SEA	PJL	GP
HG03022	PJL	SEA	PJL	GP
HG03023	PJL	SEA	PJL	GP
HG03228	PJL	SEA	PJL	GP
HG03229	PJL	SEA	PJL	GP
HG03230	PJL	SEA	PJL	GP
HG03234	PJL	SEA	PJL	GP
HG03235	PJL	SEA	PJL	GP
HG03236	PJL	SEA	PJL	GP
HG03237	PJL	SEA	PJL	GP
HG03238	PJL	SEA	PJL	GP
HG03239	PJL	SEA	PJL	GP
HG03487	PJL	SEA	PJL	GP
HG03488	PJL	SEA	PJL	GP
HG03489	PJL	SEA	PJL	GP
HG03490	PJL	SEA	PJL	GP
HG03491	PJL	SEA	PJL	GP
HG03492	PJL	SEA	PJL	GP
HG03618	PJL	SEA	PJL	GP
HG03619	PJL	SEA	PJL	GP
HG03620	PJL	SEA	PJL	GP
HG03621	PJL	SEA	PJL	GP
HG03624	PJL	SEA	PJL	GP
HG03625	PJL	SEA	PJL	GP
HG03626	PJL	SEA	PJL	GP
HG03629	PJL	SEA	PJL	GP
HG03631	PJL	SEA	PJL	GP
HG03633	PJL	SEA	PJL	GP
HG03634	PJL	SEA	PJL	GP
HG03635	PJL	SEA	PJL	GP
HG03636	PJL	SEA	PJL	GP
HG03638	PJL	SEA	PJL	GP
HG03639	PJL	SEA	PJL	GP
HG03640	PJL	SEA	PJL	GP
HG03641	PJL	SEA	PJL	GP
HG03649	PJL	SEA	PJL	GP
HG03650	PJL	SEA	PJL	GP
HG03651	PJL	SEA	PJL	GP
HG03652	PJL	SEA	PJL	GP
HG03653	PJL	SEA	PJL	GP
HG03654	PJL	SEA	PJL	GP
HG03656	PJL	SEA	PJL	GP
HG03657	PJL	SEA	PJL	GP
HG03660	PJL	SEA	PJL	GP
HG03663	PJL	SEA	PJL	GP
HG03667	PJL	SEA	PJL	GP
HG03668	PJL	SEA	PJL	GP
HG03669	PJL	SEA	PJL	GP
HG03699	PJL	SEA	PJL	GP
HG03700	PJL	SEA	PJL	GP
HG03701	PJL	SEA	PJL	GP
HG03702	PJL	SEA	PJL	GP
HG03703	PJL	SEA	PJL	GP
HG03704	PJL	SEA	PJL	GP
HG03705	PJL	SEA	PJL	GP
HG03706	PJL	SEA	PJL	GP
HG03707	PJL	SEA	PJL	GP
HG03708	PJL	SEA	PJL	GP
HG03709	PJL	SEA	PJL	GP
HG03710	PJL	SEA	PJL	GP
HG03761	PJL	SEA	PJL	GP
HG03762	PJL	SEA	PJL	GP
HG03763	PJL	SEA	PJL	GP
HG03765	PJL	SEA	PJL	GP
HG03766	PJL	SEA	PJL	GP
HG03767	PJL	SEA	PJL	GP
HG03769	PJL	SEA	PJL	GP
HG00551	PUR	America	PUR	GP
HG00552	PUR	America	PUR	GP
HG00553	PUR	America	PUR	GP
HG00554	PUR	America	PUR	GP
HG00555	PUR	America	PUR	GP
HG00637	PUR	America	PUR	GP
HG00638	PUR	America	PUR	GP
HG00639	PUR	America	PUR	GP
HG00640	PUR	America	PUR	GP
HG00641	PUR	America	PUR	GP
HG00642	PUR	America	PUR	GP
HG00731	PUR	America	PUR	GP
HG00732	PUR	America	PUR	GP
HG00733	PUR	America	PUR	GP
HG00734	PUR	America	PUR	GP
HG00735	PUR	America	PUR	GP
HG00736	PUR	America	PUR	GP
HG00737	PUR	America	PUR	GP
HG00738	PUR	America	PUR	GP
HG00739	PUR	America	PUR	GP
HG00740	PUR	America	PUR	GP
HG00741	PUR	America	PUR	GP
HG00742	PUR	America	PUR	GP
HG00743	PUR	America	PUR	GP
HG01047	PUR	America	PUR	GP
HG01048	PUR	America	PUR	GP
HG01049	PUR	America	PUR	GP
HG01050	PUR	America	PUR	GP
HG01051	PUR	America	PUR	GP
HG01052	PUR	America	PUR	GP
HG01053	PUR	America	PUR	GP
HG01054	PUR	America	PUR	GP
HG01055	PUR	America	PUR	GP
HG01056	PUR	America	PUR	GP
HG01058	PUR	America	PUR	GP
HG01060	PUR	America	PUR	GP
HG01061	PUR	America	PUR	GP
HG01062	PUR	America	PUR	GP
HG01063	PUR	America	PUR	GP
HG01064	PUR	America	PUR	GP
HG01066	PUR	America	PUR	GP
HG01067	PUR	America	PUR	GP
HG01068	PUR	America	PUR	GP
HG01069	PUR	America	PUR	GP
HG01070	PUR	America	PUR	GP
HG01071	PUR	America	PUR	GP
HG01072	PUR	America	PUR	GP
HG01073	PUR	America	PUR	GP
HG01074	PUR	America	PUR	GP
HG01075	PUR	America	PUR	GP
HG01077	PUR	America	PUR	GP
HG01079	PUR	America	PUR	GP
HG01080	PUR	America	PUR	GP
HG01081	PUR	America	PUR	GP
HG01082	PUR	America	PUR	GP
HG01083	PUR	America	PUR	GP
HG01084	PUR	America	PUR	GP
HG01085	PUR	America	PUR	GP
HG01086	PUR	America	PUR	GP
HG01087	PUR	America	PUR	GP
HG01088	PUR	America	PUR	GP
HG01089	PUR	America	PUR	GP
HG01090	PUR	America	PUR	GP
HG01092	PUR	America	PUR	GP
HG01094	PUR	America	PUR	GP
HG01095	PUR	America	PUR	GP
HG01096	PUR	America	PUR	GP
HG01097	PUR	America	PUR	GP
HG01098	PUR	America	PUR	GP
HG01099	PUR	America	PUR	GP
HG01100	PUR	America	PUR	GP
HG01101	PUR	America	PUR	GP
HG01102	PUR	America	PUR	GP
HG01103	PUR	America	PUR	GP
HG01104	PUR	America	PUR	GP
HG01105	PUR	America	PUR	GP
HG01106	PUR	America	PUR	GP
HG01107	PUR	America	PUR	GP
HG01108	PUR	America	PUR	GP
HG01109	PUR	America	PUR	GP
HG01110	PUR	America	PUR	GP
HG01111	PUR	America	PUR	GP
HG01161	PUR	America	PUR	GP
HG01162	PUR	America	PUR	GP
HG01164	PUR	America	PUR	GP
HG01167	PUR	America	PUR	GP
HG01168	PUR	America	PUR	GP
HG01169	PUR	America	PUR	GP
HG01170	PUR	America	PUR	GP
HG01171	PUR	America	PUR	GP
HG01172	PUR	America	PUR	GP
HG01173	PUR	America	PUR	GP
HG01174	PUR	America	PUR	GP
HG01175	PUR	America	PUR	GP
HG01176	PUR	America	PUR	GP
HG01177	PUR	America	PUR	GP
HG01178	PUR	America	PUR	GP
HG01182	PUR	America	PUR	GP
HG01183	PUR	America	PUR	GP
HG01184	PUR	America	PUR	GP
HG01187	PUR	America	PUR	GP
HG01188	PUR	America	PUR	GP
HG01189	PUR	America	PUR	GP
HG01190	PUR	America	PUR	GP
HG01191	PUR	America	PUR	GP
HG01192	PUR	America	PUR	GP
HG01195	PUR	America	PUR	GP
HG01197	PUR	America	PUR	GP
HG01198	PUR	America	PUR	GP
HG01199	PUR	America	PUR	GP
HG01200	PUR	America	PUR	GP
HG01204	PUR	America	PUR	GP
HG01205	PUR	America	PUR	GP
HG01206	PUR	America	PUR	GP
HG01241	PUR	America	PUR	GP
HG01242	PUR	America	PUR	GP
HG01243	PUR	America	PUR	GP
HG01247	PUR	America	PUR	GP
HG01248	PUR	America	PUR	GP
HG01249	PUR	America	PUR	GP
HG01286	PUR	America	PUR	GP
HG01301	PUR	America	PUR	GP
HG01302	PUR	America	PUR	GP
HG01303	PUR	America	PUR	GP
HG01305	PUR	America	PUR	GP
HG01308	PUR	America	PUR	GP
HG01311	PUR	America	PUR	GP
HG01312	PUR	America	PUR	GP
HG01322	PUR	America	PUR	GP
HG01323	PUR	America	PUR	GP
HG01324	PUR	America	PUR	GP
HG01325	PUR	America	PUR	GP
HG01326	PUR	America	PUR	GP
HG01327	PUR	America	PUR	GP
HG01392	PUR	America	PUR	GP
HG01393	PUR	America	PUR	GP
HG01394	PUR	America	PUR	GP
HG01395	PUR	America	PUR	GP
HG01396	PUR	America	PUR	GP
HG01397	PUR	America	PUR	GP
HG01398	PUR	America	PUR	GP
HG01402	PUR	America	PUR	GP
HG01403	PUR	America	PUR	GP
HG01404	PUR	America	PUR	GP
HG01405	PUR	America	PUR	GP
HG01411	PUR	America	PUR	GP
HG01412	PUR	America	PUR	GP
HG01413	PUR	America	PUR	GP
HG01414	PUR	America	PUR	GP
HG01415	PUR	America	PUR	GP
HG03642	STU	SEA	STU	GP
HG03643	STU	SEA	STU	GP
HG03644	STU	SEA	STU	GP
HG03645	STU	SEA	STU	GP
HG03646	STU	SEA	STU	GP
HG03672	STU	SEA	STU	GP
HG03673	STU	SEA	STU	GP
HG03679	STU	SEA	STU	GP
HG03680	STU	SEA	STU	GP
HG03681	STU	SEA	STU	GP
HG03682	STU	SEA	STU	GP
HG03683	STU	SEA	STU	GP
HG03684	STU	SEA	STU	GP
HG03685	STU	SEA	STU	GP
HG03686	STU	SEA	STU	GP
HG03687	STU	SEA	STU	GP
HG03688	STU	SEA	STU	GP
HG03689	STU	SEA	STU	GP
HG03690	STU	SEA	STU	GP
HG03691	STU	SEA	STU	GP
HG03692	STU	SEA	STU	GP
HG03693	STU	SEA	STU	GP
HG03694	STU	SEA	STU	GP
HG03695	STU	SEA	STU	GP
HG03696	STU	SEA	STU	GP
HG03697	STU	SEA	STU	GP
HG03698	STU	SEA	STU	GP
HG03711	STU	SEA	STU	GP
HG03733	STU	SEA	STU	GP
HG03736	STU	SEA	STU	GP
HG03738	STU	SEA	STU	GP
HG03740	STU	SEA	STU	GP
HG03741	STU	SEA	STU	GP
HG03743	STU	SEA	STU	GP
HG03744	STU	SEA	STU	GP
HG03745	STU	SEA	STU	GP
HG03746	STU	SEA	STU	GP
HG03750	STU	SEA	STU	GP
HG03752	STU	SEA	STU	GP
HG03753	STU	SEA	STU	GP
HG03754	STU	SEA	STU	GP
HG03755	STU	SEA	STU	GP
HG03756	STU	SEA	STU	GP
HG03757	STU	SEA	STU	GP
HG03760	STU	SEA	STU	GP
HG03835	STU	SEA	STU	GP
HG03836	STU	SEA	STU	GP
HG03837	STU	SEA	STU	GP
HG03838	STU	SEA	STU	GP
HG03840	STU	SEA	STU	GP
HG03842	STU	SEA	STU	GP
HG03844	STU	SEA	STU	GP
HG03845	STU	SEA	STU	GP
HG03846	STU	SEA	STU	GP
HG03847	STU	SEA	STU	GP
HG03848	STU	SEA	STU	GP
HG03849	STU	SEA	STU	GP
HG03850	STU	SEA	STU	GP
HG03851	STU	SEA	STU	GP
HG03854	STU	SEA	STU	GP
HG03856	STU	SEA	STU	GP
HG03857	STU	SEA	STU	GP
HG03858	STU	SEA	STU	GP
HG03884	STU	SEA	STU	GP
HG03885	STU	SEA	STU	GP
HG03886	STU	SEA	STU	GP
HG03887	STU	SEA	STU	GP
HG03888	STU	SEA	STU	GP
HG03890	STU	SEA	STU	GP
HG03894	STU	SEA	STU	GP
HG03895	STU	SEA	STU	GP
HG03896	STU	SEA	STU	GP
HG03897	STU	SEA	STU	GP
HG03898	STU	SEA	STU	GP
HG03899	STU	SEA	STU	GP
HG03900	STU	SEA	STU	GP
HG03943	STU	SEA	STU	GP
HG03944	STU	SEA	STU	GP
HG03945	STU	SEA	STU	GP
HG03947	STU	SEA	STU	GP
HG03948	STU	SEA	STU	GP
HG03949	STU	SEA	STU	GP
HG03950	STU	SEA	STU	GP
HG03951	STU	SEA	STU	GP
HG03953	STU	SEA	STU	GP
HG03955	STU	SEA	STU	GP
HG03982	STU	SEA	STU	GP
HG03985	STU	SEA	STU	GP
HG03986	STU	SEA	STU	GP
HG03988	STU	SEA	STU	GP
HG03989	STU	SEA	STU	GP
HG03990	STU	SEA	STU	GP
HG03991	STU	SEA	STU	GP
HG03992	STU	SEA	STU	GP
HG03995	STU	SEA	STU	GP
HG03998	STU	SEA	STU	GP
HG03999	STU	SEA	STU	GP
HG04003	STU	SEA	STU	GP
HG04006	STU	SEA	STU	GP
HG04029	STU	SEA	STU	GP
HG04033	STU	SEA	STU	GP
HG04035	STU	SEA	STU	GP
HG04036	STU	SEA	STU	GP
HG04037	STU	SEA	STU	GP
HG04038	STU	SEA	STU	GP
HG04039	STU	SEA	STU	GP
HG04040	STU	SEA	STU	GP
HG04042	STU	SEA	STU	GP
HG04047	STU	SEA	STU	GP
HG04067	STU	SEA	STU	GP
HG04075	STU	SEA	STU	GP
HG04099	STU	SEA	STU	GP
HG04100	STU	SEA	STU	GP
HG04106	STU	SEA	STU	GP
HG04107	STU	SEA	STU	GP
HG04114	STU	SEA	STU	GP
HG04115	STU	SEA	STU	GP
HG04122	STU	SEA	STU	GP
HG04127	STU	SEA	STU	GP
HG04197	STU	SEA	STU	GP
HG04199	STU	SEA	STU	GP
HG04204	STU	SEA	STU	GP
HG04208	STU	SEA	STU	GP
HG04210	STU	SEA	STU	GP
HG04215	STU	SEA	STU	GP
HG04227	STU	SEA	STU	GP
HG04228	STU	SEA	STU	GP
HG04229	STU	SEA	STU	GP
NA20502	TSI	Europe	TSI	GP
NA20503	TSI	Europe	TSI	GP
NA20504	TSI	Europe	TSI	GP
NA20505	TSI	Europe	TSI	GP
NA20506	TSI	Europe	TSI	GP
NA20507	TSI	Europe	TSI	GP
NA20508	TSI	Europe	TSI	GP
NA20509	TSI	Europe	TSI	GP
NA20510	TSI	Europe	TSI	GP
NA20511	TSI	Europe	TSI	GP
NA20512	TSI	Europe	TSI	GP
NA20513	TSI	Europe	TSI	GP
NA20514	TSI	Europe	TSI	GP
NA20515	TSI	Europe	TSI	GP
NA20516	TSI	Europe	TSI	GP
NA20517	TSI	Europe	TSI	GP
NA20518	TSI	Europe	TSI	GP
NA20519	TSI	Europe	TSI	GP
NA20520	TSI	Europe	TSI	GP
NA20521	TSI	Europe	TSI	GP
NA20522	TSI	Europe	TSI	GP
NA20524	TSI	Europe	TSI	GP
NA20525	TSI	Europe	TSI	GP
NA20526	TSI	Europe	TSI	GP
NA20527	TSI	Europe	TSI	GP
NA20528	TSI	Europe	TSI	GP
NA20529	TSI	Europe	TSI	GP
NA20530	TSI	Europe	TSI	GP
NA20531	TSI	Europe	TSI	GP
NA20532	TSI	Europe	TSI	GP
NA20533	TSI	Europe	TSI	GP
NA20534	TSI	Europe	TSI	GP
NA20535	TSI	Europe	TSI	GP
NA20536	TSI	Europe	TSI	GP
NA20537	TSI	Europe	TSI	GP
NA20538	TSI	Europe	TSI	GP
NA20539	TSI	Europe	TSI	GP
NA20540	TSI	Europe	TSI	GP
NA20541	TSI	Europe	TSI	GP
NA20542	TSI	Europe	TSI	GP
NA20543	TSI	Europe	TSI	GP
NA20544	TSI	Europe	TSI	GP
NA20581	TSI	Europe	TSI	GP
NA20582	TSI	Europe	TSI	GP
NA20585	TSI	Europe	TSI	GP
NA20586	TSI	Europe	TSI	GP
NA20587	TSI	Europe	TSI	GP
NA20588	TSI	Europe	TSI	GP
NA20589	TSI	Europe	TSI	GP
NA20752	TSI	Europe	TSI	GP
NA20753	TSI	Europe	TSI	GP
NA20754	TSI	Europe	TSI	GP
NA20755	TSI	Europe	TSI	GP
NA20756	TSI	Europe	TSI	GP
NA20757	TSI	Europe	TSI	GP
NA20758	TSI	Europe	TSI	GP
NA20759	TSI	Europe	TSI	GP
NA20760	TSI	Europe	TSI	GP
NA20761	TSI	Europe	TSI	GP
NA20762	TSI	Europe	TSI	GP
NA20763	TSI	Europe	TSI	GP
NA20764	TSI	Europe	TSI	GP
NA20765	TSI	Europe	TSI	GP
NA20766	TSI	Europe	TSI	GP
NA20767	TSI	Europe	TSI	GP
NA20768	TSI	Europe	TSI	GP
NA20769	TSI	Europe	TSI	GP
NA20770	TSI	Europe	TSI	GP
NA20771	TSI	Europe	TSI	GP
NA20772	TSI	Europe	TSI	GP
NA20773	TSI	Europe	TSI	GP
NA20774	TSI	Europe	TSI	GP
NA20775	TSI	Europe	TSI	GP
NA20778	TSI	Europe	TSI	GP
NA20783	TSI	Europe	TSI	GP
NA20785	TSI	Europe	TSI	GP
NA20786	TSI	Europe	TSI	GP
NA20787	TSI	Europe	TSI	GP
NA20790	TSI	Europe	TSI	GP
NA20792	TSI	Europe	TSI	GP
NA20795	TSI	Europe	TSI	GP
NA20796	TSI	Europe	TSI	GP
NA20797	TSI	Europe	TSI	GP
NA20798	TSI	Europe	TSI	GP
NA20799	TSI	Europe	TSI	GP
NA20800	TSI	Europe	TSI	GP
NA20801	TSI	Europe	TSI	GP
NA20802	TSI	Europe	TSI	GP
NA20803	TSI	Europe	TSI	GP
NA20804	TSI	Europe	TSI	GP
NA20805	TSI	Europe	TSI	GP
NA20806	TSI	Europe	TSI	GP
NA20807	TSI	Europe	TSI	GP
NA20808	TSI	Europe	TSI	GP
NA20809	TSI	Europe	TSI	GP
NA20810	TSI	Europe	TSI	GP
NA20811	TSI	Europe	TSI	GP
NA20812	TSI	Europe	TSI	GP
NA20813	TSI	Europe	TSI	GP
NA20814	TSI	Europe	TSI	GP
NA20815	TSI	Europe	TSI	GP
NA20816	TSI	Europe	TSI	GP
NA20818	TSI	Europe	TSI	GP
NA20819	TSI	Europe	TSI	GP
NA20821	TSI	Europe	TSI	GP
NA20822	TSI	Europe	TSI	GP
NA20826	TSI	Europe	TSI	GP
NA20827	TSI	Europe	TSI	GP
NA20828	TSI	Europe	TSI	GP
NA20829	TSI	Europe	TSI	GP
NA20831	TSI	Europe	TSI	GP
NA20832	TSI	Europe	TSI	GP
NA18484	YRI	Africa	YRI	GP
NA18485	YRI	Africa	YRI	GP
NA18486	YRI	Africa	YRI	GP
NA18487	YRI	Africa	YRI	GP
NA18488	YRI	Africa	YRI	GP
NA18489	YRI	Africa	YRI	GP
NA18497	YRI	Africa	YRI	GP
NA18498	YRI	Africa	YRI	GP
NA18499	YRI	Africa	YRI	GP
NA18500	YRI	Africa	YRI	GP
NA18501	YRI	Africa	YRI	GP
NA18502	YRI	Africa	YRI	GP
NA18503	YRI	Africa	YRI	GP
NA18504	YRI	Africa	YRI	GP
NA18505	YRI	Africa	YRI	GP
NA18506	YRI	Africa	YRI	GP
NA18507	YRI	Africa	YRI	GP
NA18508	YRI	Africa	YRI	GP
NA18509	YRI	Africa	YRI	GP
NA18510	YRI	Africa	YRI	GP
NA18511	YRI	Africa	YRI	GP
NA18515	YRI	Africa	YRI	GP
NA18516	YRI	Africa	YRI	GP
NA18517	YRI	Africa	YRI	GP
NA18518	YRI	Africa	YRI	GP
NA18519	YRI	Africa	YRI	GP
NA18520	YRI	Africa	YRI	GP
NA18521	YRI	Africa	YRI	GP
NA18522	YRI	Africa	YRI	GP
NA18523	YRI	Africa	YRI	GP
NA18852	YRI	Africa	YRI	GP
NA18853	YRI	Africa	YRI	GP
NA18854	YRI	Africa	YRI	GP
NA18855	YRI	Africa	YRI	GP
NA18856	YRI	Africa	YRI	GP
NA18857	YRI	Africa	YRI	GP
NA18858	YRI	Africa	YRI	GP
NA18859	YRI	Africa	YRI	GP
NA18860	YRI	Africa	YRI	GP
NA18861	YRI	Africa	YRI	GP
NA18862	YRI	Africa	YRI	GP
NA18863	YRI	Africa	YRI	GP
NA18864	YRI	Africa	YRI	GP
NA18865	YRI	Africa	YRI	GP
NA18867	YRI	Africa	YRI	GP
NA18868	YRI	Africa	YRI	GP
NA18869	YRI	Africa	YRI	GP
NA18870	YRI	Africa	YRI	GP
NA18871	YRI	Africa	YRI	GP
NA18872	YRI	Africa	YRI	GP
NA18873	YRI	Africa	YRI	GP
NA18874	YRI	Africa	YRI	GP
NA18875	YRI	Africa	YRI	GP
NA18876	YRI	Africa	YRI	GP
NA18877	YRI	Africa	YRI	GP
NA18878	YRI	Africa	YRI	GP
NA18879	YRI	Africa	YRI	GP
NA18881	YRI	Africa	YRI	GP
NA18906	YRI	Africa	YRI	GP
NA18907	YRI	Africa	YRI	GP
NA18908	YRI	Africa	YRI	GP
NA18909	YRI	Africa	YRI	GP
NA18910	YRI	Africa	YRI	GP
NA18911	YRI	Africa	YRI	GP
NA18912	YRI	Africa	YRI	GP
NA18913	YRI	Africa	YRI	GP
NA18914	YRI	Africa	YRI	GP
NA18915	YRI	Africa	YRI	GP
NA18916	YRI	Africa	YRI	GP
NA18917	YRI	Africa	YRI	GP
NA18923	YRI	Africa	YRI	GP
NA18924	YRI	Africa	YRI	GP
NA18925	YRI	Africa	YRI	GP
NA18930	YRI	Africa	YRI	GP
NA18933	YRI	Africa	YRI	GP
NA18934	YRI	Africa	YRI	GP
NA18935	YRI	Africa	YRI	GP
NA19092	YRI	Africa	YRI	GP
NA19093	YRI	Africa	YRI	GP
NA19094	YRI	Africa	YRI	GP
NA19095	YRI	Africa	YRI	GP
NA19096	YRI	Africa	YRI	GP
NA19097	YRI	Africa	YRI	GP
NA19098	YRI	Africa	YRI	GP
NA19099	YRI	Africa	YRI	GP
NA19100	YRI	Africa	YRI	GP
NA19101	YRI	Africa	YRI	GP
NA19102	YRI	Africa	YRI	GP
NA19103	YRI	Africa	YRI	GP
NA19104	YRI	Africa	YRI	GP
NA19105	YRI	Africa	YRI	GP
NA19107	YRI	Africa	YRI	GP
NA19108	YRI	Africa	YRI	GP
NA19109	YRI	Africa	YRI	GP
NA19113	YRI	Africa	YRI	GP
NA19114	YRI	Africa	YRI	GP
NA19115	YRI	Africa	YRI	GP
NA19116	YRI	Africa	YRI	GP
NA19117	YRI	Africa	YRI	GP
NA19118	YRI	Africa	YRI	GP
NA19119	YRI	Africa	YRI	GP
NA19120	YRI	Africa	YRI	GP
NA19121	YRI	Africa	YRI	GP
NA19122	YRI	Africa	YRI	GP
NA19123	YRI	Africa	YRI	GP
NA19127	YRI	Africa	YRI	GP
NA19128	YRI	Africa	YRI	GP
NA19129	YRI	Africa	YRI	GP
NA19130	YRI	Africa	YRI	GP
NA19131	YRI	Africa	YRI	GP
NA19132	YRI	Africa	YRI	GP
NA19137	YRI	Africa	YRI	GP
NA19138	YRI	Africa	YRI	GP
NA19139	YRI	Africa	YRI	GP
NA19140	YRI	Africa	YRI	GP
NA19141	YRI	Africa	YRI	GP
NA19142	YRI	Africa	YRI	GP
NA19143	YRI	Africa	YRI	GP
NA19144	YRI	Africa	YRI	GP
NA19145	YRI	Africa	YRI	GP
NA19146	YRI	Africa	YRI	GP
NA19147	YRI	Africa	YRI	GP
NA19148	YRI	Africa	YRI	GP
NA19149	YRI	Africa	YRI	GP
NA19150	YRI	Africa	YRI	GP
NA19151	YRI	Africa	YRI	GP
NA19152	YRI	Africa	YRI	GP
NA19153	YRI	Africa	YRI	GP
NA19154	YRI	Africa	YRI	GP
NA19159	YRI	Africa	YRI	GP
NA19160	YRI	Africa	YRI	GP
NA19161	YRI	Africa	YRI	GP
NA19166	YRI	Africa	YRI	GP
NA19171	YRI	Africa	YRI	GP
NA19172	YRI	Africa	YRI	GP
NA19173	YRI	Africa	YRI	GP
NA19174	YRI	Africa	YRI	GP
NA19175	YRI	Africa	YRI	GP
NA19176	YRI	Africa	YRI	GP
NA19177	YRI	Africa	YRI	GP
NA19184	YRI	Africa	YRI	GP
NA19185	YRI	Africa	YRI	GP
NA19186	YRI	Africa	YRI	GP
NA19189	YRI	Africa	YRI	GP
NA19190	YRI	Africa	YRI	GP
NA19191	YRI	Africa	YRI	GP
NA19195	YRI	Africa	YRI	GP
NA19196	YRI	Africa	YRI	GP
NA19197	YRI	Africa	YRI	GP
NA19198	YRI	Africa	YRI	GP
NA19199	YRI	Africa	YRI	GP
NA19200	YRI	Africa	YRI	GP
NA19201	YRI	Africa	YRI	GP
NA19202	YRI	Africa	YRI	GP
NA19203	YRI	Africa	YRI	GP
NA19204	YRI	Africa	YRI	GP
NA19205	YRI	Africa	YRI	GP
NA19206	YRI	Africa	YRI	GP
NA19207	YRI	Africa	YRI	GP
NA19208	YRI	Africa	YRI	GP
NA19209	YRI	Africa	YRI	GP
NA19210	YRI	Africa	YRI	GP
NA19211	YRI	Africa	YRI	GP
NA19213	YRI	Africa	YRI	GP
NA19214	YRI	Africa	YRI	GP
NA19215	YRI	Africa	YRI	GP
NA19221	YRI	Africa	YRI	GP
NA19222	YRI	Africa	YRI	GP
NA19223	YRI	Africa	YRI	GP
NA19224	YRI	Africa	YRI	GP
NA19225	YRI	Africa	YRI	GP
NA19226	YRI	Africa	YRI	GP
NA19235	YRI	Africa	YRI	GP
NA19236	YRI	Africa	YRI	GP
NA19237	YRI	Africa	YRI	GP
NA19238	YRI	Africa	YRI	GP
NA19239	YRI	Africa	YRI	GP
NA19240	YRI	Africa	YRI	GP
NA19247	YRI	Africa	YRI	GP
NA19248	YRI	Africa	YRI	GP
NA19249	YRI	Africa	YRI	GP
NA19252	YRI	Africa	YRI	GP
NA19254	YRI	Africa	YRI	GP
NA19256	YRI	Africa	YRI	GP
NA19257	YRI	Africa	YRI	GP
NA19258	YRI	Africa	YRI	GP
ALK-TBR-025	Alusi Krawain	East ISEA	Indonesia	IND
ALR03	Alor	East ISEA	Indonesia	IND
ALR04	Alor	East ISEA	Indonesia	IND
ALR06	Alor	East ISEA	Indonesia	IND
ALR11	Alor	East ISEA	Indonesia	IND
ALR21	Alor	East ISEA	Indonesia	IND
BLI615	Gadon	West ISEA	Indonesia	IND
BNA01	Bena	East ISEA	Indonesia	IND
BNA03-F	Bena	East ISEA	Indonesia	IND
BNA05	Bena	East ISEA	Indonesia	IND
BNA12-F	Bena	East ISEA	Indonesia	IND
BNA14-F	Bena	East ISEA	Indonesia	IND
BNA21-F	Bena	East ISEA	Indonesia	IND
BNA22-F	Bena	East ISEA	Indonesia	IND
BNA25-F	Bena	East ISEA	Indonesia	IND
BNA26-F	Bena	East ISEA	Indonesia	IND
BNA29-F	Bena	East ISEA	Indonesia	IND
BNA32-F	Bena	East ISEA	Indonesia	IND
BNA40-F	Bena	East ISEA	Indonesia	IND
BRE05	Bere	East ISEA	Indonesia	IND
BRE06	Bere	East ISEA	Indonesia	IND
BRE10	Bere	East ISEA	Indonesia	IND
CBL002	Cibol	East ISEA	Indonesia	IND
CBL006	Cibol	East ISEA	Indonesia	IND
CBL010	Cibol	East ISEA	Indonesia	IND
CBL018	Cibol	East ISEA	Indonesia	IND
CBL019	Cibol	East ISEA	Indonesia	IND
CBL022	Cibol	East ISEA	Indonesia	IND
CBL025	Cibol	East ISEA	Indonesia	IND
CBL027	Cibol	East ISEA	Indonesia	IND
CBL054	Cibol	East ISEA	Indonesia	IND
CBL33	Cibol	East ISEA	Indonesia	IND
CBL34	Cibol	East ISEA	Indonesia	IND
CBL49	Cibol	East ISEA	Indonesia	IND
CBL55	Cibol	East ISEA	Indonesia	IND
DNG02	Dieng	West ISEA	Indonesia	IND
DNG05	Dieng	West ISEA	Indonesia	IND
DNG06	Dieng	West ISEA	Indonesia	IND
DNG09	Dieng	West ISEA	Indonesia	IND
DNG17	Dieng	West ISEA	Indonesia	IND
DNG32	Dieng	West ISEA	Indonesia	IND
DNG34	Dieng	West ISEA	Indonesia	IND
DTT-KEI-006	Ohoidertutu	East ISEA	Indonesia	IND
DTT-KEI-031	Ohoidertutu	East ISEA	Indonesia	IND
FAN-KEI-011	Faan	East ISEA	Indonesia	IND
FAN-KEI-024	Faan	East ISEA	Indonesia	IND
FDT-TBR-004	Fordata	East ISEA	Indonesia	IND
FLT018	Timur Kadakewa	East ISEA	Indonesia	IND
FLT020	Timur Kadakewa	East ISEA	Indonesia	IND
FLT022	Timur Kadakewa	East ISEA	Indonesia	IND
FLT042	Timur Kadakewa	East ISEA	Indonesia	IND
FLT060	Waipukang	East ISEA	Indonesia	IND
FLT077	Waipukang	East ISEA	Indonesia	IND
FLT078	Waipukang	East ISEA	Indonesia	IND
KJG02	Kajang	West ISEA	Indonesia	IND
KJG04	Kajang	West ISEA	Indonesia	IND
KJG08	Kajang	West ISEA	Indonesia	IND
KJG18	Kajang	West ISEA	Indonesia	IND
KJG25	Kajang	West ISEA	Indonesia	IND
KJG32	Kajang	West ISEA	Indonesia	IND
